No,Family,Genus,Species,Botanical_Name,Botanical_NoAuthor,Thai_Name,YCount,Y2023,Y2025,AiTaxonomy,Source,Specificity,WoodDensity_Forest,WoodDensity_Plantation,WD_Class,WD_ForestInRange
317,Malvaceae,Bombax,anceps,Bombax anceps Pierre,Bombax anceps,งิ้วดอกขาว,2,1,1,FALSE,Global,Species,413,,3,
318,Malvaceae,Ceiba,pentandra,Ceiba pentandra (L.) Gaertn.,Ceiba pentandra,นุ่น,2,1,1,FALSE,IPCC(2006),Species,230,,3,
319,Malvaceae,Grewia,eriocarpa,Grewia eriocarpa Juss.,Grewia eriocarpa,ปอแก่นเทา,2,1,1,FALSE,Global,Species,670,,2,
320,Malvaceae,Heritiera,littoralis,Heritiera littoralis Aiton,Heritiera littoralis,หงอนไก่,1,0,1,FALSE,Global,Species,848,,2,
321,Malvaceae,Hibiscus,tiliaceus,Hibiscus tiliaceus L.,Hibiscus tiliaceus,ปอทะเล,2,1,1,FALSE,กรมป่าไม้(2548),Genus,350,,3,
322,Malvaceae,Kydia,calycina,Kydia calycina Roxb.,Kydia calycina,เลียงฝ้าย,1,0,1,FALSE,Global,Species,258,,3,
323,Malvaceae,Mansonia,gagei,Mansonia gagei J.R.Drumm.,Mansonia gagei,จันทน์หอม,1,0,1,FALSE,Global,Species,882,,2,
324,Malvaceae,Microcos,paniculata,Microcos paniculata L.,Microcos paniculata,ลาย,2,1,1,FALSE,Global,Species,619,,3,
325,Malvaceae,Microcos,tomentosa,Microcos tomentosa Sm.,Microcos tomentosa,พลับพลา,2,1,1,FALSE,Global,Species,640,,3,
326,Malvaceae,Pterocymbium,tinctorium,Pterocymbium tinctorium (Blanco) Merr.,Pterocymbium tinctorium,ปออีเก้ง,1,0,1,FALSE,Global,Species,310,,3,
327,Malvaceae,Pterospermum,cinnamomeum,Pterospermum cinnamomeum Kurz,Pterospermum cinnamomeum,ตองเต่า,2,1,1,FALSE,กรมป่าไม้(2548),Genus,745,,2,
328,Malvaceae,Pterospermum,grandiflorum,Pterospermum grandiflorum Craib,Pterospermum grandiflorum,สะเต้า,2,1,1,FALSE,กรมป่าไม้(2548),Genus,745,,2,
329,Malvaceae,Pterospermum,pecteniforme,Pterospermum pecteniforme Kosterm.,Pterospermum pecteniforme,ยู,1,1,0,FALSE,กรมป่าไม้(2548),Genus,745,,2,
330,Malvaceae,Sterculia,Unknown,Sterculia sp.,Sterculia sp.,,1,1,0,FALSE,กรมป่าไม้(2548),Species,460,,3,
331,Malvaceae,Sterculia,foetida,Sterculia foetida L.,Sterculia foetida,สำโรง,2,1,1,FALSE,Global,Species,448,,3,
332,Malvaceae,Sterculia,guttata,Sterculia guttata Roxb.,Sterculia guttata,ปอแดง,2,1,1,FALSE,Global,Genus,427,,3,
333,Malvaceae,Sterculia,pexa,Sterculia pexa Pierre,Sterculia pexa,ปอขาว,2,1,1,FALSE,Global,Species,405,,3,
334,Malvaceae,Thespesia,populnea,Thespesia populnea (L.) Sol. ex Corrêa,Thespesia populnea,โพทะเล,2,1,1,FALSE,IPCC(2006),Species,520,,3,
335,Melastomataceae,Memecylon,Unknown,Memecylon sp.Trat1,Memecylon sp.Trat1,,1,0,1,FALSE,Global,Genus,768,,2,
336,Melastomataceae,Memecylon,coeruleum,Memecylon coeruleum Jack,Memecylon coeruleum,พลองขี้ควาย,2,1,1,FALSE,Global,Genus,768,,2,
337,Melastomataceae,Memecylon,edule,Memecylon edule Roxb.,Memecylon edule,พลองเหมือด,2,1,1,FALSE,Global,Species,675,,2,
338,Melastomataceae,Memecylon,scutellatum,Memecylon scutellatum (Lour.) Hook. & Arn.,Memecylon scutellatum,เหมือดจี้,1,0,1,FALSE,Global,Genus,768,,2,
339,Melastomataceae,Pternandra,caerulescens,Pternandra caerulescens Jack,Pternandra caerulescens,พลองแก้มอ้น,1,0,1,FALSE,Global,Genus,525,,3,
340,Meliaceae,Aglaia,lawii,Aglaia lawii (Wight) C.J.Saldanha,Aglaia lawii,สังกะโต้ง,1,0,1,FALSE,Global,Species,596,,3,
341,Meliaceae,Aphanamixis,polystachya,Aphanamixis polystachya (Wall.) R.Parker,Aphanamixis polystachya,ตาเสือ,2,1,1,FALSE,Global,Species,576,,3,
342,Meliaceae,Azadirachta,excelsa,Azadirachta excelsa (Jack) Jacobs,Azadirachta excelsa,สะเดาเทียม,2,1,1,FALSE,กรมป่าไม้(2548),Species,570,,3,
343,Meliaceae,Azadirachta,indica,Azadirachta indica A.Juss.,Azadirachta indica,สะเดา,2,1,1,TRUE,กรมป่าไม้(2548),Species,860,,2,
344,Meliaceae,Chukrasia,tabularis,Chukrasia tabularis A.Juss.,Chukrasia tabularis,ยมหิน,2,1,1,FALSE,กรมป่าไม้(2548),Genus,900,,2,
345,Meliaceae,Dysoxylum,Unknown,Dysoxylum sp.,Dysoxylum sp.,,1,1,0,FALSE,Global,Genus,591,,3,
346,Meliaceae,Khaya,senegalensis,Khaya senegalensis (Desr.) A. Juss.,Khaya senegalensis,ยมชวน,1,0,1,FALSE,Global,Species,626,,3,
347,Meliaceae,Melia,azedarach,Melia azedarach L.,Melia azedarach,เลี่ยน,1,0,1,FALSE,Global,Species,438,,3,
348,Meliaceae,Sandoricum,koetjape,Sandoricum koetjape (Burm.f.) Merr.,Sandoricum koetjape,กระท้อน,2,1,1,FALSE,กรมป่าไม้(2548),Genus,570,,3,
349,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla King,Swietenia macrophylla,มะฮอกกานีใบใหญ่,2,1,1,TRUE,Global,Species,520,,3,
350,Meliaceae,Toona,ciliata,Toona ciliata M.Roem.,Toona ciliata,ยมหอม,1,0,1,FALSE,Global,Species,376,,3,
351,Meliaceae,Walsura,trichostemon,Walsura trichostemon Miq.,Walsura trichostemon,กัดลิ้น,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1130,,1,
352,Meliaceae,Xylocarpus,granatum,Xylocarpus granatum J.Koenig,Xylocarpus granatum,ตะบูนขาว,2,1,1,FALSE,กรมป่าไม้(2548),,600,,3,
353,Meliaceae,Xylocarpus,moluccensis,Xylocarpus moluccensis (Lam.) M.Roem.,Xylocarpus moluccensis,ตะบูนดำ,1,0,1,FALSE,Global,Species,611,,3,
354,Moraceae,Artocarpus,Unknown,Artocarpus sp.BuengKan1,Artocarpus sp.BuengKan1,,1,0,1,FALSE,กรมป่าไม้(2548),Genus,566.67,,3,
355,Moraceae,Artocarpus,Unknown,Artocarpus sp.Chumphon1,Artocarpus sp.Chumphon1,,1,0,1,FALSE,กรมป่าไม้(2548),Genus,567.67,,3,
356,Moraceae,Artocarpus,Unknown,Artocarpus sp.Trang1,Artocarpus sp.Trang1,,1,0,1,FALSE,กรมป่าไม้(2548),Genus,568.67,,3,
357,Moraceae,Artocarpus,chama,Artocarpus chama Buch.-Ham.,Artocarpus chama,ขนุนป่า,1,0,1,FALSE,กรมป่าไม้(2548),Genus,569.67,,3,
358,Moraceae,Artocarpus,elasticus,Artocarpus elasticus Reinw. ex Blume,Artocarpus elasticus,กะออก,2,1,1,FALSE,กรมป่าไม้(2548),Genus,566.67,,3,
359,Moraceae,Artocarpus,gomezianus,Artocarpus gomezianus Wall. ex Trécul,Artocarpus gomezianus,หาดหนุน,2,1,1,FALSE,กรมป่าไม้(2548),Genus,566.67,,3,
360,Moraceae,Artocarpus,heterophyllus,Artocarpus heterophyllus Lam.,Artocarpus heterophyllus,ขนุน,2,1,1,TRUE,กรมป่าไม้(2548),Species,517,,3,
361,Moraceae,Artocarpus,integer,Artocarpus integer (Thunb.) Merr.,Artocarpus integer,จำปาดะ,1,1,0,FALSE,กรมป่าไม้(2548),Genus,566.67,,3,
362,Moraceae,Artocarpus,lacucha,Artocarpus lacucha Roxb. ex Buch.-Ham.,Artocarpus lacucha,มะหาด,2,1,1,FALSE,กรมป่าไม้(2548),Species,660,,2,
363,Moraceae,Artocarpus,thailandicus,Artocarpus thailandicus C.C.Berg,Artocarpus thailandicus,มะหาดไทย,1,0,1,FALSE,กรมป่าไม้(2548),Genus,569.67,,3,
364,Moraceae,Ficus,altissima,Ficus altissima Blume,Ficus altissima,กร่าง,2,1,1,FALSE,Global,Species,473,,3,
365,Moraceae,Ficus,benghalensis,Ficus benghalensis L.,Ficus benghalensis,นิโครธ,2,1,1,FALSE,Global,Species,494,,3,
366,Moraceae,Ficus,benjamina,Ficus benjamina L.,Ficus benjamina,ไทรย้อยใบแหลม,2,1,1,TRUE,IPCC(2006),Species,650,,2,
367,Moraceae,Ficus,callosa,Ficus callosa Willd.,Ficus callosa,มะเดื่อกวาง,2,1,1,FALSE,Global,Species,290,,3,
368,Moraceae,Ficus,capillipes,Ficus capillipes Gagnep.,Ficus capillipes,กะเหรี่ยง,1,0,1,FALSE,Global,Genus,421,,3,
369,Moraceae,Ficus,concinna,Ficus concinna (Miq.) Miq.,Ficus concinna,ไกร,2,1,1,FALSE,Global,Genus,421,,3,
370,Moraceae,Ficus,fistulosa,Ficus fistulosa Reinw. ex Blume,Ficus fistulosa,เดื่อฉิ่ง,2,1,1,FALSE,Global,Species,380,,3,
371,Moraceae,Ficus,geniculata,Ficus geniculata Kurz,Ficus geniculata,ไฮ,2,1,1,FALSE,Global,Genus,421,,3,
372,Moraceae,Ficus,hispida,Ficus hispida L.f.,Ficus hispida,มะเดื่อปล้อง,2,1,1,FALSE,Global,Species,382,,3,
373,Moraceae,Ficus,maclellandii,Ficus maclellandii King,Ficus maclellandii,ไทรใบดาบ,2,1,1,FALSE,Global,Genus,421,,3,
374,Moraceae,Ficus,microcarpa,Ficus microcarpa L.f.,Ficus microcarpa,ไทรย้อยใบทู่,2,1,1,FALSE,Global,Genus,421,,3,
375,Moraceae,Ficus,racemosa,Ficus racemosa L.,Ficus racemosa,มะเดื่ออุทุมพร,2,1,1,FALSE,Global,Species,363,,3,
376,Moraceae,Ficus,religiosa,Ficus religiosa L.,Ficus religiosa,โพศรีมหาโพ,2,1,1,TRUE,Global,Species,443,,3,
377,Moraceae,Ficus,rumphii,Ficus rumphii Blume,Ficus rumphii,โพขี้นก,2,1,1,TRUE,Global,Species,430,,3,
378,Moraceae,Ficus,subpisocarpa,Ficus subpisocarpa Gagnep.,Ficus subpisocarpa,เลียบ,2,1,1,FALSE,Global,Genus,421,,3,
379,Moraceae,Ficus,superba,Ficus superba (Miq.) Miq.,Ficus superba,ไทรเลียบ,2,1,1,FALSE,Global,Genus,421,,3,
380,Moraceae,Ficus,variegata,Ficus variegata Blume,Ficus variegata,ผูก,1,1,0,FALSE,Global,Species,327,,3,
381,Moraceae,Ficus,virens,Ficus virens Aiton,Ficus virens,ผักเลือด,2,1,1,FALSE,Global,Species,344,,3,
382,Moraceae,Morus,alba,Morus alba L.,Morus alba,หม่อน,2,1,1,FALSE,Global,Species,601,,3,
383,Moraceae,Streblus,asper,Streblus asper Lour.,Streblus asper,ข่อย,2,1,1,TRUE,Global,Species,622,,3,
384,Moringaceae,Moringa,oleifera,Moringa oleifera Lam.,Moringa oleifera,มะรุม,2,1,1,FALSE,Global,Species,262,,3,
385,Muntingiaceae,Muntingia,calabura,Muntingia calabura L.,Muntingia calabura,ตะขบบ้าน,2,1,1,FALSE,Global,Species,300,,3,
386,Myristicaceae,Horsfieldia,glabra,Horsfieldia glabra (Blume) Warb.,Horsfieldia glabra,มะพร้าวนกกก,2,1,1,FALSE,Global,Species,560,,3,
387,Myristicaceae,Knema,globularia,Knema globularia (Lam.) Warb.,Knema globularia,เลือดแรด,2,1,1,FALSE,Tropical tree(2014),Genus,530,,3,
388,Myrtaceae,Baeckea,frutescens,Baeckea frutescens L.,Baeckea frutescens,สนทราย,1,0,1,FALSE,Global,Species,810,,2,
389,Myrtaceae,Eucalyptus,camaldulensis,Eucalyptus camaldulensis Dehnh.,Eucalyptus camaldulensis,ยูคาลิปตัส,1,0,1,FALSE,กรมป่าไม้(2548),Species,1000,,1,
390,Myrtaceae,Eucalyptus,camaldulensis,Eucalyptus camaldulensis Dehnh.,Eucalyptus camaldulensis,ยููคาลิปตัส,1,1,0,FALSE,กรมป่าไม้(2548),Species,1000,,1,
391,Myrtaceae,Eucalyptus,deglupta,Eucalyptus deglupta Blume.,Eucalyptus deglupta,ยูคาลิปตัสสีรุ้ง,1,0,1,FALSE,Global,Species,449,,3,
392,Myrtaceae,Melaleuca,cajuputi,Melaleuca cajuputi Powell,Melaleuca cajuputi,เสม็ดขาว,1,0,1,FALSE,กรมป่าไม้(2548),Genus,732,,2,
393,Myrtaceae,Melaleuca,citrina,Melaleuca citrina (Curtis) Dum.Cours.,Melaleuca citrina,แปรงล้างขวด,2,1,1,FALSE,กรมป่าไม้(2548),Genus,732,,2,
394,Myrtaceae,Syzygium,Unknown,Syzygium sp.,Syzygium sp.,,1,1,0,FALSE,กรมป่าไม้(2548),Species,770,,2,
395,Myrtaceae,Syzygium,Unknown,Syzygium sp.Narathiwat1,Syzygium sp.Narathiwat1,,1,0,1,FALSE,กรมป่าไม้(2548),Species,771,,2,
396,Myrtaceae,Syzygium,Unknown,Syzygium sp.Trang1,Syzygium sp.Trang1,,1,0,1,FALSE,กรมป่าไม้(2548),Species,772,,2,
397,Myrtaceae,Syzygium,Unknown,Syzygium sp.Trang2,Syzygium sp.Trang2,,1,0,1,FALSE,กรมป่าไม้(2548),Species,773,,2,
398,Myrtaceae,Syzygium,Unknown,Syzygium sp.Trat1,Syzygium sp.Trat1,,1,0,1,FALSE,กรมป่าไม้(2548),Species,774,,2,
399,Myrtaceae,Syzygium,Unknown,Syzygium sp.Trat2,Syzygium sp.Trat2,,1,0,1,FALSE,กรมป่าไม้(2548),Species,775,,2,
400,Myrtaceae,Syzygium,Unknown,Syzygium sp.พัฒนาราม,Syzygium sp.พัฒนาราม,,1,0,1,FALSE,กรมป่าไม้(2548),Species,776,,2,
401,Myrtaceae,Syzygium,antisepticum,Syzygium antisepticum (Blume) Merr. & L.M.Perry,Syzygium antisepticum,เสม็ดแดง,2,1,1,FALSE,กรมป่าไม้(2548),Genus,816.67,,2,
402,Myrtaceae,Syzygium,cinereum,Syzygium cinereum (Kurz) Chantar. & J.Parn.,Syzygium cinereum,หว้านา,2,1,1,FALSE,กรมป่าไม้(2548),Genus,816.67,,2,
403,Myrtaceae,Syzygium,cumini,Syzygium cumini (L.) Skeels,Syzygium cumini,หว้า,2,1,1,TRUE,กรมป่าไม้(2548),Species,900,,2,
404,Myrtaceae,Syzygium,grande,Syzygium grande (Wight) Walp.,Syzygium grande,เมา,2,1,1,FALSE,กรมป่าไม้(2548),Species,780,,2,
405,Myrtaceae,Syzygium,ixoroides,Syzygium ixoroides Chantar. & J.Parn.,Syzygium ixoroides,หว้าใบเข็ม,1,1,0,FALSE,กรมป่าไม้(2548),Genus,816.67,,2,
406,Myrtaceae,Syzygium,nervosum,Syzygium nervosum A.Cunn. ex DC.,Syzygium nervosum,มะเกี๋ยง,2,1,1,FALSE,กรมป่าไม้(2548),Genus,816.67,,2,
407,Myrtaceae,Syzygium,polyanthum,Syzygium polyanthum (Wight) Walp.,Syzygium polyanthum,สมัก,1,0,1,FALSE,Global,Species,556,,3,
408,Myrtaceae,Syzygium,samarangense,Syzygium samarangense (Blume) Merr. & L.M.Perry,Syzygium samarangense,ชมพู่,1,1,0,FALSE,กรมป่าไม้(2548),Genus,816.67,,2,
409,Myrtaceae,Syzygium,siamense,Syzygium siamense (Craib) Chantar. & J. Parn.,Syzygium siamense,ชมพู่น้ำ,1,0,1,FALSE,กรมป่าไม้(2548),Genus,817.67,,2,
410,Myrtaceae,Syzygium,syzygioides,Syzygium syzygioides (Miq.) Merr. & L.M.Perry,Syzygium syzygioides,แดงคลอง,1,1,0,FALSE,กรมป่าไม้(2548),Genus,816.67,,2,
411,Myrtaceae,Tristaniopsis,burmanica,Tristaniopsis burmanica (Griff.) Peter G.Wilson & J.T.Waterh.,Tristaniopsis burmanica,ตำเสาหนู,1,0,1,FALSE,Global,Genus,780,,2,
412,Nyctaginaceae,Pisonia,grandis,Pisonia grandis R.Br.,Pisonia grandis,แสงจันทร์,1,0,1,FALSE,Global,Genus,344,,3,
413,Ochnaceae,Ochna,integerrima,Ochna integerrima (Lour.) Merr.,Ochna integerrima,ช้างน้าว,2,1,1,FALSE,Global,Species,744,,2,
414,Oleaceae,Chionanthus,Unknown,Chionanthus sp.Trat1,Chionanthus sp.Trat1,,1,0,1,FALSE,Global,Genus,705,,2,
415,Oleaceae,Schrebera,swietenioides,Schrebera swietenioides Roxb.,Schrebera swietenioides,มะกอกดอน,2,1,1,FALSE,IPCC(2006),Species,820,,2,
416,Oleaceae,Tetrapilus,salicifolius,Tetrapilus salicifolius (Wall. ex G.Don) de Juana,Tetrapilus salicifolius,อวบดำ,2,1,1,FALSE,Global,Family,681,,2,
417,Opiliaceae,Melientha,suavis,Melientha suavis Pierre,Melientha suavis,ผักหวานป่า,2,1,1,FALSE,Global,Family,735,,2,
418,Oxalidaceae,Averrhoa,carambola,Averrhoa carambola L.,Averrhoa carambola,มะเฟือง,2,1,1,FALSE,"Zanne et al., 2009",Species,576.8,,3,
419,Pentaphylacaceae,Eurya,acuminata,Eurya acuminata DC.,Eurya acuminata,ปลายสาน,1,1,0,FALSE,Global,Species,500,,3,
420,Peraceae,Chaetocarpus,castanicarpus,Chaetocarpus castanicarpus (Roxb.) Thwaites,Chaetocarpus castanicarpus,สำเภา,2,1,1,FALSE,Global,Genus,777,,2,
421,Phyllanthaceae,Antidesma,Unknown,Antidesma sp.,Antidesma sp.,,2,1,1,FALSE,IPCC(2006),Antidesma pleuricum,590,,3,
422,Phyllanthaceae,Antidesma,Unknown,Antidesma sp.Sisaket1,Antidesma sp.Sisaket1,,1,0,1,FALSE,Global,Genus,650,,2,
423,Phyllanthaceae,Antidesma,acidum,Antidesma acidum Retz.,Antidesma acidum,เม่าสร้อย,1,0,1,FALSE,Global,Genus,650,,2,
424,Phyllanthaceae,Antidesma,ghaesembilla,Antidesma ghaesembilla Gaertn.,Antidesma ghaesembilla,เม่าไข่ปลา,2,1,1,FALSE,Global,Species,610,,3,
425,Phyllanthaceae,Antidesma,montanum,Antidesma montanum Blume,Antidesma montanum,มะเม่าขน,1,1,0,FALSE,Global,Species,590,,3,
426,Phyllanthaceae,Aporosa,Unknown,Aporosa sp.,Aporosa sp.,,2,1,1,FALSE,Global,Family,610,,3,
427,Phyllanthaceae,Aporosa,Unknown,Aporosa sp.Chanthaburi1,Aporosa sp.Chanthaburi1,,1,0,1,FALSE,Global,Family,610,,3,
428,Phyllanthaceae,Aporosa,octandra,Aporosa octandra (Buch.-Ham. ex D.Don) Vickery,Aporosa octandra,นวลเสี้ยน,2,1,1,FALSE,Global,Family,610,,3,
429,Phyllanthaceae,Aporosa,planchoniana,Aporosa planchoniana Baill. ex Müll.Arg.,Aporosa planchoniana,กริม,1,0,1,FALSE,Global,Species,370,,3,
430,Phyllanthaceae,Aporosa,villosa,Aporosa villosa (Lindl.) Baill.,Aporosa villosa,เหมือดโลด,2,1,1,FALSE,Global,Family,610,,3,
431,Phyllanthaceae,Aporosa,wallichii,Aporosa wallichii Hook.f.,Aporosa wallichii,เหมือดวอน,2,1,1,FALSE,Global,Family,610,,3,
432,Phyllanthaceae,Baccaurea,ramiflora,Baccaurea ramiflora Lour.,Baccaurea ramiflora,มะไฟ,1,0,1,FALSE,Global,Genus,624,,3,
433,Phyllanthaceae,Bridelia,Unknown,Bridelia sp.Chachoengsao1,Bridelia sp.Chachoengsao1,,1,0,1,FALSE,Global,Genus,553,,3,
434,Phyllanthaceae,Bridelia,ovata,Bridelia ovata Decne.,Bridelia ovata,มะกา,2,1,1,FALSE,Global,Species,600,,3,
435,Phyllanthaceae,Bridelia,retusa,Bridelia retusa (L.) A.Juss.,Bridelia retusa,เต็งหนาม,2,1,1,FALSE,Global,Species,608,,3,
436,Phyllanthaceae,Cleistanthus,hirsutulus,Cleistanthus hirsutulus Hook.f.,Cleistanthus hirsutulus,แก้วน้ำ,1,1,0,FALSE,Global,Genus,633,,3,
437,Phyllanthaceae,Cleistanthus,polyphyllus,Cleistanthus polyphyllus F.N.Williams,Cleistanthus polyphyllus,นกนอน,1,1,0,FALSE,Global,Genus,633,,3,
438,Phyllanthaceae,Cleistanthus,sumatranus,Cleistanthus sumatranus (Miq.) Müll.Arg.,Cleistanthus sumatranus,ฝิ่นแดง,2,1,1,FALSE,Global,Species,640,,3,
439,Phyllanthaceae,Phyllanthus,angkorensis,Phyllanthus angkorensis Beille,Phyllanthus angkorensis,เสียวใหญ่,2,1,1,FALSE,Global,Genus,618,,3,
440,Phyllanthaceae,Phyllanthus,emblica,Phyllanthus emblica L.,Phyllanthus emblica,มะขามป้อม,2,1,1,FALSE,Global,Species,636,,3,
441,Phyllanthaceae,Unknow,Unknown,Unknown-genus-Phyllanthaceae-MaeHongSon,Unknown-genus-Phyllanthaceae-MaeHongSon,,1,0,1,FALSE,Global,Family,610,,3,
442,Polygonaceae,Triplaris,cumingiana,Triplaris cumingiana Fisch. & C.A.Mey.,Triplaris cumingiana,ปาโลแซนโตส,2,1,1,FALSE,Global,Species,530,,3,
443,Primulaceae,Aegiceras,corniculatum,Aegiceras corniculatum (L.) Blanco,Aegiceras corniculatum,เล็บนาง,1,1,0,FALSE,Global,Species,510,,3,
444,Proteaceae,Grevillea,robusta,Grevillea robusta A.Cunn. ex R.Br.,Grevillea robusta,ซิลเวอร์โอ๊ค,1,0,1,FALSE,Global,Species,521,,3,
445,Putranjivaceae,Drypetes,roxburghii,Drypetes roxburghii (Wall.) Hurus.,Drypetes roxburghii,ประคำไก่,2,1,1,FALSE,IPCC(2006),Species,630,,3,
446,Rhamnaceae,Ziziphus,mauritiana,Ziziphus mauritiana Lam.,Ziziphus mauritiana,พุทรา,2,1,1,FALSE,Global,Species,618,,3,
447,Rhizophoraceae,Bruguiera,cylindrica,Bruguiera cylindrica (L.) Blume,Bruguiera cylindrica,ถั่วขาว,1,0,1,FALSE,Global,Species,720,,2,
448,Rhizophoraceae,Bruguiera,gymnorhiza,Bruguiera gymnorhiza (L.) Lam. ex Savigny,Bruguiera gymnorhiza,พังกาหัวสุมดอกแดง,1,1,0,FALSE,กรมป่าไม้(2548),Species,856,,2,
449,Rhizophoraceae,Carallia,brachiata,Carallia brachiata (Lour.) Merr.,Carallia brachiata,เฉียงพร้านางแอ,2,1,1,FALSE,กรมป่าไม้(2548),Species,720,,2,
450,Rhizophoraceae,Ceriops,tagal,Ceriops tagal (Perr.) C.B.Rob.,Ceriops tagal,โปรงแดง,1,0,1,FALSE,Global,Family,740,,2,
451,Rhizophoraceae,Pellacalyx,parkinsonii,Pellacalyx parkinsonii C.E.C.Fisch.,Pellacalyx parkinsonii,กานพลู,2,1,1,FALSE,Global,Genus,437,,3,
452,Rhizophoraceae,Rhizophora,apiculata,Rhizophora apiculata Blume,Rhizophora apiculata,โกงกางใบเล็ก,2,1,1,TRUE,กรมป่าไม้(2548),Species,973,,2,
453,Rhizophoraceae,Rhizophora,mucronata,Rhizophora mucronata Poir.,Rhizophora mucronata,โกงกางใบใหญ่,2,1,1,TRUE,กรมป่าไม้(2548),Species,1090,,1,
454,Rubiaceae,Adina,trichotoma,Adina trichotoma (Zoll. & Moritzi) Benth. & Hook.f. ex B.D.Jacks.,Adina trichotoma,ขมิ้นต้น,2,1,1,FALSE,Global,Genus,746,,2,
455,Rubiaceae,Aidia,parvifolia,Aidia parvifolia (King & Gamble) K.M.Wong,Aidia parvifolia,แกงเลียงใบบาง,1,1,0,FALSE,Global,Genus,750,,2,
456,Rubiaceae,Canthium,horridum,Canthium horridum Blume,Canthium horridum,เคล็ดหนู,2,1,1,FALSE,Global,Genus,695,,2,
457,Rubiaceae,Canthiumera,robusta,Canthiumera robusta K.M.Wong & X.Y.Ng,Canthiumera robusta,ค่างเต้น,2,1,1,FALSE,Global,Genus Canthium,695,,2,
458,Rubiaceae,Catunaregam,Unknown,Catunaregam sp.MaeHongSon1,Catunaregam sp.MaeHongSon1,,1,0,1,FALSE,Global,Genus,750,,2,
459,Rubiaceae,Catunaregam,spathulifolia,Catunaregam spathulifolia Tirveng.,Catunaregam spathulifolia,เค็ด,2,1,1,FALSE,Global,Genus,751,,2,
460,Rubiaceae,Catunaregam,tomentosa,Catunaregam tomentosa (Blume ex DC.) Tirveng.,Catunaregam tomentosa,หนามแท่ง,2,1,1,FALSE,Global,Genus,751,,2,
461,Rubiaceae,Ceriscoides,turgida,Ceriscoides turgida (Roxb.) Tirveng.,Ceriscoides turgida,กระเบียน,1,0,1,FALSE,Global,Family,636,,3,
462,Rubiaceae,Dioecrescis,erythroclada,Dioecrescis erythroclada (Kurz) Tirveng.,Dioecrescis erythroclada,มะคังแดง,2,1,1,FALSE,Global,Family,636,,3,
463,Rubiaceae,Gardenia,obtusifolia,Gardenia obtusifolia Roxb. ex Kurz,Gardenia obtusifolia,กระมอบ,1,0,1,FALSE,Global,Species,758,,2,
464,Rubiaceae,Gardenia,sootepensis,Gardenia sootepensis Hutch.,Gardenia sootepensis,คำมอกหลวง,2,1,1,TRUE,กรมป่าไม้(2548),Genus,925,,2,
465,Rubiaceae,Gardenia,thailandica,Gardenia thailandica Tirveng.,Gardenia thailandica,พุดภูเก็ต,1,1,0,FALSE,กรมป่าไม้(2548),Genus,925,,2,
466,Rubiaceae,Haldina,cordifolia,Haldina cordifolia (Roxb.) Ridsdale,Haldina cordifolia,ขว้าว,2,1,1,FALSE,กรมป่าไม้(2548),Species,690,,2,
467,Rubiaceae,Hamelia,patens,Hamelia patens Jacq.,Hamelia patens,ประทัดทอง,1,0,1,FALSE,Global,Hamelia longipes,500,,3,
468,Rubiaceae,Hymenodictyon,orixense,Hymenodictyon orixense (Roxb.) Mabb.,Hymenodictyon orixense,ส้มกบ,2,1,1,FALSE,Global,Species,430,,3,
469,Rubiaceae,Ixora,Unknown,Ixora sp.1,Ixora sp.1,,1,1,0,FALSE,Global,Genus,793,,2,
470,Rubiaceae,Ixora,Unknown,Ixora sp.2,Ixora sp.2,,1,1,0,FALSE,Global,Genus,793,,2,
471,Rubiaceae,Ixora,finlaysoniana,Ixora finlaysoniana Wall. ex G.Don,Ixora finlaysoniana,เข็มขาว,1,0,1,FALSE,Global,Genus,793,,2,
472,Rubiaceae,Meyna,pubescens,Meyna pubescens (Kurz) Robyns,Meyna pubescens,มะหนามนึ้ง,2,1,1,FALSE,Global,Family,636,,3,
473,Rubiaceae,Mitragyna,diversifolia,Mitragyna diversifolia (Wall. ex G.Don) Havil.,Mitragyna diversifolia,กระทุ่มนา,2,1,1,FALSE,Global,Species,550,,3,
474,Rubiaceae,Mitragyna,rotundifolia,Mitragyna rotundifolia (Roxb.) Kuntze,Mitragyna rotundifolia,กระท่อมหมู,2,1,1,FALSE,Global,Genus,528,,3,
475,Rubiaceae,Morinda,citrifolia,Morinda citrifolia L.,Morinda citrifolia,ยอบ้าน,2,1,1,FALSE,Global,Species,630,,3,
476,Rubiaceae,Morinda,coreia,Morinda coreia Buch.-Ham.,Morinda coreia,ยอป่าใบเกลี้ยง,2,1,1,FALSE,Global,Genus,558,,3,
477,Rubiaceae,Morinda,elliptica,Morinda elliptica (Hook.f.) Ridl.,Morinda elliptica,ยอเถื่อน,2,1,1,FALSE,Global,Species,560,,3,
478,Rubiaceae,Morinda,tomentosa,Morinda tomentosa B.Heyne ex Roth,Morinda tomentosa,ยอป่า,2,1,1,FALSE,Global,Genus,558,,3,
479,Rubiaceae,Nauclea,orientalis,Nauclea orientalis (L.) L.,Nauclea orientalis,ก้านเหลือง,1,0,1,FALSE,Global,Species,483,,3,
